date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-07-02,22,13,0.0,12.5,4,78,06:39 PM,02:37 AM,04:48 AM,09:21 PM,11,17,18,17,19,74,65,2.5,1010,22,10,257,15,london
2020-07-03,21,15,0.0,14.2,4,85,07:56 PM,03:10 AM,04:49 AM,09:20 PM,11,17,17,17,24,69,68,0.0,1016,21,10,246,20,london
2020-07-04,18,11,0.0,12.5,4,92,09:03 PM,03:52 AM,04:50 AM,09:20 PM,15,16,17,16,30,100,84,1.2,1012,18,7,231,22,london
2020-07-05,22,15,0.0,15.0,4,98,09:57 PM,04:45 AM,04:51 AM,09:19 PM,11,19,19,19,35,63,62,0.2,1010,22,10,248,28,london
2020-07-06,21,13,0.0,15.8,4,95,10:39 PM,05:49 AM,04:52 AM,09:19 PM,7,15,16,15,26,43,54,0.1,1018,21,10,296,21,london
2020-07-07,20,13,0.0,14.9,4,88,11:11 PM,06:59 AM,04:53 AM,09:18 PM,8,17,17,17,18,46,55,0.0,1020,20,10,263,15,london
2020-07-08,17,8,0.0,12.5,4,81,11:35 PM,08:11 AM,04:54 AM,09:17 PM,14,15,16,15,15,100,81,5.4,1015,17,5,251,11,london
2020-07-09,21,17,0.0,12.5,4,75,11:55 PM,09:23 AM,04:55 AM,09:17 PM,15,18,18,18,25,100,81,6.2,1012,21,8,238,18,london
2020-07-10,19,14,0.0,14.9,4,68,No moonrise,10:32 AM,04:56 AM,09:16 PM,8,16,16,16,18,66,61,1.5,1016,19,10,244,16,london
2020-07-11,21,14,0.0,16.6,4,61,12:12 AM,11:40 AM,04:57 AM,09:15 PM,8,17,17,17,16,17,56,0.0,1025,21,10,322,13,london
2020-07-12,25,17,0.0,16.6,6,54,12:27 AM,12:47 PM,04:58 AM,09:14 PM,9,21,21,21,7,11,47,0.0,1028,25,10,138,6,london
2020-07-13,22,16,0.0,14.1,5,48,12:42 AM,01:54 PM,04:59 AM,09:13 PM,10,19,20,19,15,62,55,0.0,1024,22,10,254,13,london
2020-07-14,20,17,0.0,12.1,4,41,12:59 AM,03:01 PM,05:00 AM,09:12 PM,11,18,18,18,15,90,64,1.1,1017,20,8,311,13,london
2020-07-15,19,15,0.0,12.1,4,34,01:17 AM,04:10 PM,05:01 AM,09:11 PM,10,17,17,17,11,85,67,0.0,1017,19,10,299,9,london
2020-07-16,21,16,0.0,12.9,4,27,01:38 AM,05:20 PM,05:03 AM,09:10 PM,12,19,19,19,15,90,68,0.1,1019,21,10,307,13,london
2020-07-17,27,18,0.0,16.1,6,20,02:04 AM,06:29 PM,05:04 AM,09:09 PM,14,23,23,22,12,41,61,0.0,1020,27,10,286,10,london
2020-07-18,25,17,0.0,15.6,5,14,02:39 AM,07:35 PM,05:05 AM,09:08 PM,13,21,21,21,14,44,63,0.0,1018,25,10,267,12,london
2020-07-19,20,14,0.0,13.8,4,7,03:25 AM,08:33 PM,05:06 AM,09:07 PM,10,18,18,18,14,77,63,16.2,1018,20,8,116,12,london
2020-07-20,22,14,0.0,16.0,4,0,04:23 AM,09:22 PM,05:08 AM,09:05 PM,8,18,18,18,12,32,55,0.0,1023,22,10,173,10,london
2020-07-21,22,15,0.0,16.0,5,7,05:33 AM,10:00 PM,05:09 AM,09:04 PM,7,18,19,18,12,22,49,0.0,1026,22,10,270,10,london
2020-07-22,23,17,0.0,14.7,5,13,06:51 AM,10:30 PM,05:10 AM,09:03 PM,10,20,21,20,9,46,53,0.0,1024,23,10,217,8,london
2020-07-23,19,11,0.0,14.7,4,20,08:13 AM,10:55 PM,05:12 AM,09:01 PM,9,16,17,16,15,56,55,0.0,1017,19,10,247,12,london
2020-07-24,24,17,0.0,13.7,5,27,09:37 AM,11:16 PM,05:13 AM,09:00 PM,13,20,21,20,11,79,64,1.4,1013,24,10,274,9,london
2020-07-25,21,18,0.0,9.7,5,34,10:59 AM,11:36 PM,05:15 AM,08:59 PM,14,19,20,19,25,87,72,3.7,1008,21,9,225,20,london
2020-07-26,22,15,0.0,13.5,4,41,12:21 PM,11:55 PM,05:16 AM,08:57 PM,11,18,18,18,24,69,65,1.7,1010,22,10,248,19,london
2020-07-27,20,10,0.0,9.6,4,47,01:43 PM,No moonset,05:17 AM,08:56 PM,12,16,17,16,29,82,69,0.6,1009,20,9,215,22,london
2020-07-28,21,15,0.0,13.5,4,54,03:04 PM,12:15 AM,05:19 AM,08:54 PM,9,17,17,17,21,28,57,0.0,1013,21,10,278,17,london
2020-07-29,23,14,0.0,14.5,5,61,04:25 PM,12:40 AM,05:20 AM,08:53 PM,9,18,19,18,14,25,56,0.0,1020,23,10,278,12,london
2020-07-30,28,17,0.0,14.5,6,68,05:43 PM,01:10 AM,05:22 AM,08:51 PM,10,23,23,22,7,21,49,0.0,1021,28,10,162,6,london
2020-07-31,32,22,0.0,13.5,6,74,06:52 PM,01:48 AM,05:23 AM,08:49 PM,14,27,27,26,15,18,48,0.1,1012,32,10,152,13,london
2020-08-01,25,19,0.0,11.5,5,81,07:50 PM,02:36 AM,05:25 AM,08:48 PM,14,23,23,22,18,52,61,0.3,1014,25,10,261,15,london
2020-08-02,22,15,0.0,12.5,4,88,08:35 PM,03:35 AM,05:26 AM,08:46 PM,9,18,19,18,19,42,55,0.3,1016,22,10,282,16,london
2020-08-03,22,16,0.0,12.5,4,95,09:10 PM,04:42 AM,05:28 AM,08:44 PM,8,19,19,19,14,42,52,0.0,1016,22,10,274,11,london
2020-08-04,23,16,0.0,14.5,6,100,09:37 PM,05:54 AM,05:30 AM,08:43 PM,8,19,20,19,13,26,50,0.0,1017,23,10,271,11,london
2020-08-05,25,16,0.0,13.5,5,92,09:59 PM,07:06 AM,05:31 AM,08:41 PM,11,21,21,20,21,42,56,0.0,1014,25,10,214,17,london
2020-08-06,30,19,0.0,14.5,7,85,10:16 PM,08:16 AM,05:33 AM,08:39 PM,13,24,24,24,12,36,54,0.2,1016,30,9,202,10,london
2020-08-07,34,24,0.0,14.5,8,78,10:32 PM,09:25 AM,05:34 AM,08:37 PM,14,29,29,29,9,5,41,0.0,1017,34,10,154,8,london
2020-08-08,33,25,0.0,13.5,6,71,10:48 PM,10:33 AM,05:36 AM,08:35 PM,15,28,28,28,12,27,45,0.3,1018,33,10,73,10,london
2020-08-09,32,21,0.0,12.4,6,65,11:03 PM,11:40 AM,05:37 AM,08:33 PM,17,27,27,26,17,44,57,10.6,1015,32,9,69,12,london
2020-08-10,34,23,0.0,13.5,6,58,11:20 PM,12:47 PM,05:39 AM,08:32 PM,18,29,29,27,13,38,57,3.6,1013,34,10,95,11,london
2020-08-11,34,24,0.0,14.5,6,51,11:40 PM,01:55 PM,05:40 AM,08:30 PM,17,29,29,28,12,19,54,0.0,1014,34,10,84,11,london
2020-08-12,32,24,0.0,12.4,6,44,No moonrise,03:03 PM,05:42 AM,08:28 PM,18,29,29,28,14,42,55,13.6,1012,32,9,106,10,london
2020-08-13,29,23,0.0,12.4,6,38,12:03 AM,04:12 PM,05:44 AM,08:26 PM,17,27,27,26,11,53,61,6.8,1011,29,10,165,9,london
2020-08-14,25,20,0.0,9.2,5,31,12:34 AM,05:19 PM,05:45 AM,08:24 PM,18,22,24,22,13,97,76,13.0,1013,25,9,66,9,london
2020-08-15,25,20,0.0,9.2,5,24,01:14 AM,06:20 PM,05:47 AM,08:22 PM,17,23,23,22,18,97,77,19.3,1013,25,8,39,12,london
2020-08-16,27,20,0.0,10.3,5,17,02:06 AM,07:13 PM,05:48 AM,08:20 PM,15,24,24,23,8,72,65,12.4,1010,27,9,144,6,london
2020-08-17,22,19,0.0,9.2,5,10,03:11 AM,07:56 PM,05:50 AM,08:18 PM,14,20,21,20,15,85,68,5.8,1007,22,10,202,12,london
2020-08-18,24,17,0.0,13.4,5,4,04:26 AM,08:29 PM,05:51 AM,08:16 PM,13,21,21,21,20,55,65,0.4,1009,24,10,235,17,london
2020-08-19,19,10,0.0,10.2,4,3,05:49 AM,08:57 PM,05:53 AM,08:14 PM,16,17,18,17,20,69,83,10.7,1004,19,9,179,14,london
2020-08-20,24,19,0.0,14.5,6,10,07:15 AM,09:20 PM,05:55 AM,08:12 PM,13,21,22,21,29,33,63,0.6,1002,24,10,205,21,london
2020-08-21,22,19,0.0,11.3,5,17,08:40 AM,09:40 PM,05:56 AM,08:10 PM,12,20,21,20,37,43,61,0.1,1005,22,10,212,28,london
2020-08-22,22,17,0.0,11.2,4,23,10:05 AM,09:59 PM,05:58 AM,08:08 PM,11,19,19,19,32,53,61,1.1,1011,22,10,238,25,london
2020-08-23,21,16,0.0,9.0,4,30,11:29 AM,10:20 PM,05:59 AM,08:05 PM,11,18,18,18,25,87,67,2.4,1015,21,10,265,19,london
2020-08-24,20,12,0.0,9.3,4,37,12:53 PM,10:43 PM,06:01 AM,08:03 PM,12,15,16,15,17,71,75,4.8,1015,20,9,244,13,london
2020-08-25,20,17,0.0,7.0,4,44,02:15 PM,11:11 PM,06:02 AM,08:01 PM,13,18,18,18,37,95,73,8.7,1004,20,8,215,28,london
2020-08-26,20,16,0.0,6.8,4,50,03:34 PM,11:47 PM,06:04 AM,07:59 PM,11,18,18,18,33,85,61,1.3,1011,20,10,275,25,london
2020-08-27,19,15,0.0,8.0,4,57,04:45 PM,No moonset,06:06 AM,07:57 PM,10,17,17,17,14,77,68,3.2,1013,19,10,239,11,london
2020-08-28,21,14,0.0,9.2,4,64,05:46 PM,12:31 AM,06:07 AM,07:55 PM,11,17,17,17,19,72,68,15.0,1001,21,9,198,13,london
2020-08-29,17,12,0.0,6.7,3,71,06:34 PM,01:26 AM,06:09 AM,07:53 PM,8,13,14,13,26,89,66,0.2,1009,17,9,350,21,london
2020-08-30,16,13,0.0,9.2,4,78,07:12 PM,02:30 AM,06:10 AM,07:51 PM,8,13,15,13,25,80,64,0.9,1016,16,10,139,19,london
2020-08-31,18,12,0.0,7.9,4,84,07:41 PM,03:40 AM,06:12 AM,07:48 PM,5,15,15,15,7,55,53,0.0,1021,18,10,268,6,london
2020-09-01,20,15,0.0,9.1,4,91,08:03 PM,04:51 AM,06:13 AM,07:46 PM,5,17,17,17,5,55,46,0.0,1020,20,10,125,4,london
2020-09-02,22,15,0.0,10.4,4,98,08:22 PM,06:02 AM,06:15 AM,07:44 PM,8,18,19,18,9,37,52,0.0,1020,22,10,214,8,london
2020-09-03,20,17,0.0,6.6,4,95,08:38 PM,07:12 AM,06:17 AM,07:42 PM,14,18,18,18,26,92,75,0.5,1017,20,9,232,19,london
2020-09-04,20,15,0.0,7.9,4,89,08:53 PM,08:20 AM,06:18 AM,07:39 PM,10,17,17,17,17,57,65,2.3,1020,20,10,263,14,london
2020-09-05,17,13,0.0,7.8,4,82,09:09 PM,09:28 AM,06:20 AM,07:37 PM,8,15,15,15,18,56,63,0.3,1021,17,10,284,15,london
2020-09-06,20,12,0.0,9.1,4,75,09:25 PM,10:34 AM,06:21 AM,07:35 PM,8,16,16,16,10,64,59,0.4,1020,20,10,280,8,london
2020-09-07,23,15,0.0,11.6,5,68,09:43 PM,11:42 AM,06:23 AM,07:33 PM,11,19,19,19,12,29,61,0.0,1023,23,10,261,10,london
2020-09-08,24,16,0.0,6.5,5,61,10:04 PM,12:50 PM,06:24 AM,07:30 PM,15,20,20,20,15,74,75,0.1,1024,24,10,254,12,london
2020-09-09,23,18,0.0,6.5,5,55,10:30 PM,01:58 PM,06:26 AM,07:28 PM,15,20,21,20,18,76,73,2.0,1022,23,10,278,15,london
2020-09-10,24,16,0.0,11.6,5,48,11:06 PM,03:05 PM,06:28 AM,07:26 PM,8,19,19,19,8,8,52,0.0,1023,24,10,132,7,london
2020-09-11,22,15,0.0,11.6,5,41,11:51 PM,04:08 PM,06:29 AM,07:23 PM,9,18,18,18,11,6,59,0.0,1017,22,10,230,10,london
2020-09-12,20,13,0.0,9.0,4,34,No moonrise,05:03 PM,06:31 AM,07:21 PM,9,16,17,16,15,27,63,0.0,1018,20,10,257,13,london
2020-09-13,27,16,0.0,11.6,6,28,12:49 AM,05:50 PM,06:32 AM,07:19 PM,14,22,22,21,13,1,66,0.0,1023,27,10,221,12,london
2020-09-14,29,20,0.0,11.6,7,21,01:59 AM,06:26 PM,06:34 AM,07:17 PM,14,26,26,25,9,1,54,0.0,1021,29,10,117,7,london
2020-09-15,29,20,0.0,11.6,7,14,03:19 AM,06:56 PM,06:36 AM,07:14 PM,14,25,25,24,10,17,53,0.0,1017,29,10,178,8,london
2020-09-16,23,19,0.0,9.0,5,7,04:43 AM,07:21 PM,06:37 AM,07:12 PM,14,21,23,21,14,54,63,0.4,1022,23,10,100,11,london
2020-09-17,21,15,0.0,11.6,5,1,06:10 AM,07:42 PM,06:39 AM,07:10 PM,9,17,17,17,22,16,60,0.0,1027,21,10,61,18,london
2020-09-18,20,14,0.0,11.6,5,6,07:38 AM,08:02 PM,06:41 AM,07:07 PM,8,16,17,16,25,5,59,0.0,1024,20,10,63,20,london
2020-09-19,20,13,0.0,9.0,4,13,09:05 AM,08:22 PM,06:42 AM,07:05 PM,10,17,17,17,27,36,63,0.9,1017,20,10,62,20,london
2020-09-20,23,16,0.0,10.3,5,20,10:32 AM,08:44 PM,06:44 AM,07:03 PM,11,19,20,19,20,42,62,1.0,1018,23,10,55,16,london
2020-09-21,26,15,0.0,11.6,6,27,11:59 AM,09:11 PM,06:45 AM,07:00 PM,11,20,21,20,7,5,57,0.0,1016,26,10,102,6,london
2020-09-22,24,18,0.0,11.6,6,33,01:22 PM,09:45 PM,06:47 AM,06:58 PM,12,21,21,21,14,28,60,0.0,1009,24,10,224,11,london
2020-09-23,18,13,0.0,8.8,4,40,02:38 PM,10:27 PM,06:49 AM,06:56 PM,11,16,16,16,16,74,71,14.6,1002,18,9,245,13,london
2020-09-24,15,11,0.0,6.0,3,47,03:44 PM,11:20 PM,06:50 AM,06:53 PM,4,11,13,11,23,64,56,10.0,997,15,9,225,18,london
2020-09-25,14,9,0.0,8.8,3,54,04:35 PM,No moonset,06:52 AM,06:51 PM,4,10,12,10,25,42,57,0.0,1005,14,10,334,20,london
2020-09-26,12,8,0.0,7.4,3,60,05:16 PM,12:21 AM,06:54 AM,06:49 PM,2,7,10,7,35,69,58,0.0,1010,12,10,333,27,london
2020-09-27,14,11,0.0,6.0,3,67,05:46 PM,01:30 AM,06:55 AM,06:46 PM,7,10,12,10,30,92,69,0.0,1013,14,10,347,23,london
2020-09-28,18,12,0.0,11.6,4,74,06:09 PM,02:40 AM,06:57 AM,06:44 PM,6,14,15,14,12,50,60,0.0,1013,18,10,295,10,london
2020-09-29,18,14,0.0,5.9,4,81,06:29 PM,03:52 AM,06:58 AM,06:42 PM,9,16,16,16,8,75,67,0.0,1015,18,10,292,7,london
2020-09-30,18,13,0.0,5.7,4,88,06:45 PM,05:01 AM,07:00 AM,06:39 PM,11,15,15,15,21,75,76,8.5,1007,18,10,197,16,london
2020-10-01,16,12,0.0,10.1,3,94,07:00 PM,06:09 AM,07:02 AM,06:37 PM,7,13,14,13,15,63,66,10.8,998,16,9,238,13,london
2020-10-02,16,9,0.0,5.7,3,100,07:15 PM,07:17 AM,07:03 AM,06:35 PM,8,12,13,12,29,88,69,6.8,993,16,9,76,22,london
2020-10-03,16,13,0.0,5.6,3,92,07:31 PM,08:24 AM,07:05 AM,06:32 PM,11,13,14,13,22,86,79,25.5,986,16,7,138,16,london
2020-10-04,13,8,0.0,5.6,3,85,07:47 PM,09:32 AM,07:07 AM,06:30 PM,7,9,11,9,29,93,75,14.6,983,13,8,234,23,london
2020-10-05,16,10,0.0,5.6,3,79,08:07 PM,10:39 AM,07:08 AM,06:28 PM,8,11,13,11,21,77,74,1.1,993,16,9,260,17,london
2020-10-06,15,12,0.0,5.6,3,72,08:31 PM,11:48 AM,07:10 AM,06:26 PM,8,12,13,12,30,79,71,3.4,997,15,10,249,22,london
2020-10-07,15,11,0.0,11.1,4,65,09:02 PM,12:55 PM,07:12 AM,06:23 PM,7,11,13,11,25,52,68,0.5,1012,15,9,266,18,london
2020-10-08,18,13,0.0,7.1,4,58,09:42 PM,01:59 PM,07:13 AM,06:21 PM,11,15,16,15,28,83,76,3.5,1012,18,10,257,20,london
2020-10-09,14,11,0.0,8.6,3,52,10:34 PM,02:56 PM,07:15 AM,06:19 PM,6,11,12,11,16,47,68,1.7,1019,14,9,279,13,london
2020-10-10,13,9,0.0,8.6,3,45,11:38 PM,03:45 PM,07:17 AM,06:17 PM,5,9,11,9,24,42,67,0.2,1021,13,10,287,18,london
2020-10-11,14,9,0.0,7.0,3,38,No moonrise,04:24 PM,07:19 AM,06:15 PM,6,10,12,10,16,45,67,0.3,1024,14,10,334,13,london
2020-10-12,14,10,0.0,7.0,3,31,12:51 AM,04:55 PM,07:20 AM,06:13 PM,6,11,11,11,9,61,71,2.2,1020,14,10,245,7,london
2020-10-13,10,4,0.0,5.4,2,24,02:12 AM,05:21 PM,07:22 AM,06:10 PM,6,8,9,8,18,78,77,13.9,1010,10,7,251,13,london
2020-10-14,15,10,0.0,10.1,3,18,03:36 AM,05:43 PM,07:24 AM,06:08 PM,6,11,12,11,24,62,67,2.5,1019,15,10,48,18,london
2020-10-15,13,10,0.0,7.0,3,11,05:03 AM,06:03 PM,07:25 AM,06:06 PM,5,9,11,9,21,58,64,0.9,1023,13,10,29,16,london
2020-10-16,12,6,0.0,5.4,3,4,06:30 AM,06:23 PM,07:27 AM,06:04 PM,5,9,11,9,12,72,69,0.9,1024,12,10,27,9,london
2020-10-17,12,11,0.0,5.4,3,3,08:00 AM,06:44 PM,07:29 AM,06:02 PM,5,11,12,11,10,75,66,0.2,1022,12,10,104,8,london
2020-10-18,13,11,0.0,5.4,3,9,09:30 AM,07:09 PM,07:30 AM,06:00 PM,5,12,12,12,6,74,61,0.1,1024,13,10,200,5,london
2020-10-19,14,10,0.0,5.5,3,16,10:58 AM,07:40 PM,07:32 AM,05:58 PM,6,11,12,11,17,60,66,0.0,1016,14,10,178,13,london
2020-10-20,18,13,0.0,7.1,4,23,12:21 PM,08:19 PM,07:34 AM,05:56 PM,10,15,15,15,30,60,74,1.0,1003,18,9,193,21,london
2020-10-21,17,14,0.0,3.8,4,30,01:35 PM,09:09 PM,07:36 AM,05:54 PM,12,15,15,15,25,81,81,10.9,999,17,9,192,18,london
2020-10-22,16,12,0.0,5.4,3,37,02:33 PM,10:10 PM,07:37 AM,05:52 PM,9,13,14,13,25,53,74,0.3,1007,16,10,227,18,london
2020-10-23,16,11,0.0,5.4,3,43,03:18 PM,11:18 PM,07:39 AM,05:50 PM,9,13,13,13,18,57,77,0.7,1009,16,10,226,14,london
2020-10-24,15,8,0.0,3.8,3,50,03:52 PM,No moonset,07:41 AM,05:48 PM,8,10,12,10,35,73,72,0.2,1008,15,10,208,24,london
2020-10-25,14,10,0.0,7.1,3,57,04:17 PM,12:29 AM,07:43 AM,05:46 PM,6,10,12,10,27,64,65,16.2,997,14,10,218,20,london
2020-10-26,13,9,0.0,5.4,3,64,04:37 PM,01:41 AM,07:44 AM,05:44 PM,5,9,11,9,25,47,69,0.7,998,13,10,242,18,london
2020-10-27,14,9,0.0,3.7,3,70,04:54 PM,02:51 AM,07:46 AM,05:42 PM,7,9,11,9,26,60,78,2.8,999,14,9,224,18,london
2020-10-28,13,10,0.0,3.7,3,77,05:09 PM,04:00 AM,07:48 AM,05:40 PM,5,8,11,8,31,53,66,0.4,1004,13,10,237,22,london
2020-10-29,14,10,0.0,3.7,3,84,05:23 PM,05:07 AM,07:50 AM,05:38 PM,8,10,12,10,31,84,77,2.7,1013,14,9,235,20,london
2020-10-30,17,14,0.0,3.7,4,91,05:38 PM,06:14 AM,07:51 AM,05:37 PM,11,14,15,14,33,81,77,0.0,1016,17,10,226,22,london
2020-10-31,16,12,0.0,3.7,3,97,05:54 PM,07:22 AM,07:53 AM,05:35 PM,9,13,14,13,40,72,72,3.4,1010,16,10,207,28,london
2020-11-01,15,8,0.0,5.3,3,96,06:12 PM,08:30 AM,07:55 AM,05:33 PM,9,11,13,11,36,91,76,2.7,1006,15,9,220,25,london
2020-11-02,18,10,0.0,3.7,3,89,06:34 PM,09:39 AM,07:57 AM,05:31 PM,8,14,15,14,50,68,63,0.8,1004,18,9,232,36,london
2020-11-03,10,4,0.0,5.3,2,82,07:03 PM,10:47 AM,07:58 AM,05:29 PM,2,6,9,6,24,41,64,14.2,1019,10,9,254,18,london
2020-11-04,11,8,0.0,8.7,4,75,07:39 PM,11:53 AM,08:00 AM,05:28 PM,5,9,10,9,8,4,70,0.0,1032,11,10,271,7,london
2020-11-05,12,8,0.0,8.7,4,69,08:26 PM,12:52 PM,08:02 AM,05:26 PM,5,10,10,10,5,6,71,0.0,1038,12,10,84,4,london
2020-11-06,13,8,0.0,7.0,3,62,09:25 PM,01:43 PM,08:03 AM,05:24 PM,3,9,10,9,13,18,66,0.0,1029,13,10,96,10,london
2020-11-07,14,8,0.0,6.9,3,55,10:33 PM,02:24 PM,08:05 AM,05:23 PM,8,10,11,10,11,41,85,0.0,1021,14,10,93,7,london
2020-11-08,13,10,0.0,5.2,3,48,11:49 PM,02:57 PM,08:07 AM,05:21 PM,10,12,12,12,7,72,91,0.2,1019,13,7,136,4,london
2020-11-09,15,12,0.0,3.4,3,42,No moonrise,03:24 PM,08:09 AM,05:19 PM,11,13,13,13,13,67,89,1.6,1020,15,7,151,8,london
2020-11-10,16,12,0.0,5.2,3,35,01:09 AM,03:46 PM,08:10 AM,05:18 PM,11,13,13,13,10,58,86,2.3,1022,16,8,190,7,london
2020-11-11,14,7,0.0,3.4,3,28,02:32 AM,04:06 PM,08:12 AM,05:16 PM,9,10,12,10,21,75,83,0.0,1018,14,10,180,15,london
2020-11-12,12,10,0.0,8.7,3,21,03:57 AM,04:24 PM,08:14 AM,05:15 PM,6,9,11,9,30,60,72,7.6,1013,12,9,232,21,london
2020-11-13,14,11,0.0,5.1,3,14,05:24 AM,04:44 PM,08:16 AM,05:13 PM,7,11,12,11,19,77,73,0.3,1014,14,9,221,13,london
2020-11-14,15,5,0.0,3.4,3,8,06:52 AM,05:06 PM,08:17 AM,05:12 PM,10,10,12,10,35,91,80,13.5,1008,15,9,197,23,london
2020-11-15,14,10,0.0,5.1,3,1,08:22 AM,05:34 PM,08:19 AM,05:11 PM,7,10,12,10,37,85,69,4.0,997,14,10,221,27,london
2020-11-16,11,7,0.0,5.1,3,6,09:51 AM,06:08 PM,08:21 AM,05:09 PM,6,8,10,8,31,71,71,0.0,1012,11,10,250,21,london
2020-11-17,14,12,0.0,3.3,3,13,11:13 AM,06:54 PM,08:22 AM,05:08 PM,9,10,12,10,27,77,78,0.0,1021,14,10,222,18,london
2020-11-18,15,10,0.0,5.1,3,19,12:21 PM,07:53 PM,08:24 AM,05:07 PM,8,10,12,10,32,61,77,0.1,1016,15,10,214,21,london
2020-11-19,10,8,0.0,5.1,2,26,01:14 PM,09:00 PM,08:26 AM,05:05 PM,2,6,9,6,27,59,62,0.1,1025,10,10,227,19,london
2020-11-20,9,-0,0.0,3.3,2,33,01:53 PM,10:13 PM,08:27 AM,05:04 PM,2,4,6,4,18,76,70,0.3,1034,9,9,236,13,london
2020-11-21,12,10,0.0,5.1,3,40,02:22 PM,11:27 PM,08:29 AM,05:03 PM,7,8,11,8,30,84,76,0.0,1027,12,10,237,20,london
2020-11-22,11,9,0.0,8.7,3,46,02:44 PM,No moonset,08:31 AM,05:02 PM,5,9,10,9,14,55,70,0.1,1026,11,10,270,10,london
2020-11-23,11,7,0.0,5.1,2,53,03:02 PM,12:39 AM,08:32 AM,05:01 PM,5,8,9,8,10,67,81,0.0,1026,11,8,204,7,london
2020-11-24,12,10,0.0,6.9,3,60,03:17 PM,01:49 AM,08:34 AM,05:00 PM,8,9,11,9,23,63,83,0.0,1017,12,9,196,15,london
2020-11-25,12,10,0.0,3.1,3,67,03:31 PM,02:57 AM,08:35 AM,04:59 PM,9,10,11,10,16,93,90,0.0,1012,12,9,187,11,london
2020-11-26,10,8,0.0,5.0,2,74,03:46 PM,04:04 AM,08:37 AM,04:58 PM,5,8,9,8,9,61,73,1.8,1020,10,10,18,8,london
2020-11-27,8,1,0.0,4.9,2,80,04:01 PM,05:11 AM,08:38 AM,04:57 PM,5,5,6,5,11,64,86,0.8,1019,8,7,62,8,london
2020-11-28,11,8,0.0,8.2,3,87,04:18 PM,06:19 AM,08:40 AM,04:57 PM,7,8,9,8,13,30,84,0.0,1018,11,10,93,10,london
2020-11-29,11,7,0.0,8.2,2,94,04:39 PM,07:28 AM,08:41 AM,04:56 PM,7,8,9,8,8,24,88,0.0,1025,11,8,44,6,london
2020-11-30,10,7,0.0,3.0,2,100,05:05 PM,08:37 AM,08:43 AM,04:55 PM,6,7,8,7,15,81,87,0.4,1025,10,8,271,10,london
2020-12-01,7,5,0.0,8.1,3,93,05:39 PM,09:45 AM,08:44 AM,04:55 PM,2,3,6,3,24,37,72,0.4,1024,7,10,346,17,london
2020-12-02,7,2,0.0,3.0,2,86,06:22 PM,10:47 AM,08:46 AM,04:54 PM,1,3,5,3,11,72,77,0.1,1018,7,10,290,8,london
2020-12-03,6,5,0.0,3.0,2,79,07:18 PM,11:42 AM,08:47 AM,04:53 PM,3,4,5,4,11,88,82,4.2,995,6,9,178,8,london
2020-12-04,5,1,0.0,3.0,1,72,08:23 PM,12:26 PM,08:48 AM,04:53 PM,1,2,5,2,15,69,76,0.2,978,5,10,270,12,london
2020-12-05,6,5,0.0,4.9,2,65,09:37 PM,01:01 PM,08:50 AM,04:52 PM,1,2,5,2,19,48,76,0.8,991,6,10,92,13,london
2020-12-06,6,4,0.0,3.0,2,59,10:54 PM,01:29 PM,08:51 AM,04:52 PM,2,2,5,2,16,89,79,0.5,1001,6,9,21,12,london
2020-12-07,5,3,0.0,8.0,1,52,No moonrise,01:52 PM,08:52 AM,04:52 PM,1,3,4,3,7,37,82,0.1,1000,5,10,289,5,london
2020-12-08,6,3,0.0,8.0,1,45,12:13 AM,02:11 PM,08:53 AM,04:52 PM,1,3,4,3,6,49,81,0.0,1003,6,10,192,4,london
2020-12-09,6,5,0.0,6.8,2,38,01:34 AM,02:29 PM,08:54 AM,04:51 PM,2,3,5,3,15,81,79,0.2,1005,6,10,225,11,london
2020-12-10,7,6,0.0,3.0,2,32,02:57 AM,02:47 PM,08:55 AM,04:51 PM,4,4,6,4,21,95,82,0.2,999,7,10,135,14,london
2020-12-11,10,7,0.0,3.0,2,25,04:21 AM,03:07 PM,08:56 AM,04:51 PM,7,7,8,7,14,80,92,8.4,988,10,8,202,10,london
2020-12-12,8,6,0.0,4.9,2,18,05:48 AM,03:31 PM,08:57 AM,04:51 PM,5,5,7,5,16,71,85,0.0,997,8,10,277,11,london
2020-12-13,8,-1,0.0,3.0,2,11,07:17 AM,04:00 PM,08:58 AM,04:51 PM,5,3,6,3,25,67,85,2.4,1004,8,10,196,16,london
2020-12-14,12,10,0.0,7.9,3,5,08:42 AM,04:40 PM,08:59 AM,04:51 PM,7,8,11,8,29,59,77,3.5,999,12,8,208,18,london
2020-12-15,11,8,0.0,7.5,2,2,09:59 AM,05:32 PM,09:00 AM,04:51 PM,6,7,9,7,18,61,83,0.1,1005,11,10,197,11,london
2020-12-16,11,2,0.0,1.9,2,9,11:01 AM,06:36 PM,09:01 AM,04:52 PM,6,6,9,6,29,71,80,0.5,1007,11,9,178,19,london
2020-12-17,10,5,0.0,5.8,3,16,11:48 AM,07:50 PM,09:02 AM,04:52 PM,6,7,9,7,20,33,80,0.1,1014,10,10,212,13,london
