date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2020-01-15,9,8,0.0,6.8,2,67,11:29 PM,11:50 AM,09:00 AM,05:20 PM,4,6,9,6,29,60,72,21.0,1005,9,8,242,21,london
2020-01-16,11,1,0.0,5.1,2,60,No moonrise,12:10 PM,08:59 AM,05:22 PM,6,5,8,5,34,69,78,2.8,1014,11,9,181,23,london
2020-01-17,10,-3,0.0,3.2,2,53,12:50 AM,12:30 PM,08:58 AM,05:23 PM,5,5,8,5,19,85,78,6.3,1011,10,9,234,14,london
2020-01-18,8,5,0.0,8.7,3,46,02:09 AM,12:52 PM,08:57 AM,05:25 PM,1,3,6,3,17,15,69,0.0,1027,8,10,307,13,london
2020-01-19,9,4,0.0,8.7,3,40,03:29 AM,01:17 PM,08:56 AM,05:26 PM,1,3,6,3,13,7,71,0.0,1042,9,10,349,11,london
2020-01-20,7,3,0.0,8.7,3,33,04:46 AM,01:46 PM,08:55 AM,05:28 PM,-2,5,5,5,4,22,61,0.0,1047,7,10,296,2,london
2020-01-21,6,-3,0.0,6.9,1,26,06:00 AM,02:21 PM,08:54 AM,05:30 PM,1,3,4,3,7,28,75,0.0,1042,6,10,269,5,london
2020-01-22,8,4,0.0,5.1,2,19,07:07 AM,03:06 PM,08:53 AM,05:32 PM,5,5,6,5,7,76,93,0.0,1037,8,5,143,5,london
2020-01-23,7,4,0.0,5.1,2,12,08:05 AM,03:59 PM,08:52 AM,05:33 PM,5,5,6,5,7,91,95,0.0,1031,7,4,71,4,london
2020-01-24,9,6,0.0,5.1,2,6,08:52 AM,05:01 PM,08:51 AM,05:35 PM,4,7,7,7,3,65,84,0.0,1024,9,10,90,2,london
2020-01-25,10,5,0.0,8.7,3,1,09:29 AM,06:07 PM,08:49 AM,05:37 PM,4,5,7,5,10,31,86,0.0,1018,10,9,176,7,london
2020-01-26,9,2,0.0,3.3,2,8,09:58 AM,07:15 PM,08:48 AM,05:38 PM,6,5,8,5,27,93,87,2.9,1009,9,5,193,17,london
2020-01-27,8,6,0.0,3.3,2,15,10:22 AM,08:23 PM,08:47 AM,05:40 PM,4,5,7,5,17,71,83,4.5,1001,8,9,210,11,london
2020-01-28,7,4,0.0,6.9,1,21,10:42 AM,09:31 PM,08:45 AM,05:42 PM,-1,1,5,1,32,59,67,3.3,996,7,9,264,24,london
2020-01-29,8,3,0.0,8.7,3,28,10:59 AM,10:36 PM,08:44 AM,05:44 PM,-0,2,5,2,27,22,68,0.0,1010,8,10,256,18,london
2020-01-30,11,2,0.0,3.4,2,35,11:16 AM,11:43 PM,08:42 AM,05:45 PM,8,6,8,6,22,81,93,0.0,1005,11,6,212,14,london
2020-01-31,12,5,0.0,3.4,3,42,11:32 AM,No moonset,08:41 AM,05:47 PM,8,8,10,8,33,91,84,0.3,1006,12,9,235,21,london
2020-02-01,11,7,0.0,3.4,2,48,11:49 AM,12:49 AM,08:39 AM,05:49 PM,5,7,10,7,33,78,73,1.4,1005,11,8,248,22,london
2020-02-02,12,7,0.0,3.4,3,55,12:09 PM,01:56 AM,08:38 AM,05:51 PM,6,7,9,7,23,95,81,5.6,1008,12,9,214,15,london
2020-02-03,9,6,0.0,5.2,2,62,12:32 PM,03:06 AM,08:36 AM,05:53 PM,2,5,8,5,33,77,65,0.0,1014,9,10,267,23,london
2020-02-04,9,5,0.0,6.9,2,69,01:02 PM,04:16 AM,08:35 AM,05:54 PM,0,3,7,3,32,45,64,0.0,1021,9,10,306,23,london
2020-02-05,9,4,0.0,8.7,3,76,01:41 PM,05:26 AM,08:33 AM,05:56 PM,2,6,7,6,7,24,72,0.0,1036,9,10,251,6,london
2020-02-06,12,5,0.0,8.7,3,82,02:31 PM,06:31 AM,08:31 AM,05:58 PM,4,8,8,8,5,6,76,0.0,1031,12,10,191,4,london
2020-02-07,8,1,0.0,9.7,2,89,03:36 PM,07:30 AM,08:30 AM,06:00 PM,3,4,6,4,18,28,76,0.0,1020,8,10,151,14,london
2020-02-08,10,7,0.0,8.2,2,96,04:52 PM,08:18 AM,08:28 AM,06:02 PM,4,6,9,6,25,68,72,0.1,1015,10,10,224,17,london
2020-02-09,14,9,0.0,4.9,3,97,06:15 PM,08:56 AM,08:26 AM,06:03 PM,7,7,11,7,60,98,75,10.3,998,14,9,224,42,london
2020-02-10,7,5,0.0,8.3,2,91,07:42 PM,09:27 AM,08:24 AM,06:05 PM,-0,2,7,2,50,59,62,3.6,998,7,10,263,38,london
2020-02-11,7,4,0.0,9.8,3,84,09:08 PM,09:52 AM,08:23 AM,06:07 PM,-5,-0,5,-0,45,20,48,0.0,1009,7,10,267,32,london
2020-02-12,8,0,0.0,8.3,2,77,10:32 PM,10:14 AM,08:21 AM,06:09 PM,-2,1,5,1,29,49,61,0.1,1014,8,10,249,20,london
2020-02-13,9,6,0.0,6.6,2,70,11:56 PM,10:35 AM,08:19 AM,06:11 PM,3,4,7,4,29,85,78,10.8,998,9,8,241,21,london
2020-02-14,11,5,0.0,6.6,2,63,No moonrise,10:56 AM,08:17 AM,06:12 PM,5,5,8,5,21,58,83,0.4,1016,11,9,227,14,london
2020-02-15,14,11,0.0,5.0,3,57,01:17 AM,11:20 AM,08:15 AM,06:14 PM,9,9,12,9,45,100,82,4.7,1009,14,8,210,31,london
2020-02-16,14,8,0.0,6.7,3,50,02:36 AM,11:48 AM,08:13 AM,06:16 PM,6,8,12,8,55,82,71,15.8,997,14,6,235,40,london
2020-02-17,10,7,0.0,10.0,2,43,03:52 AM,12:21 PM,08:11 AM,06:18 PM,-0,4,8,4,40,41,57,0.0,1011,10,10,244,28,london
2020-02-18,9,5,0.0,6.7,2,36,05:01 AM,01:03 PM,08:09 AM,06:20 PM,1,3,7,3,33,64,67,3.7,1019,9,9,248,23,london
2020-02-19,7,-2,0.0,5.1,2,30,06:01 AM,01:53 PM,08:08 AM,06:22 PM,1,1,5,1,31,72,71,0.2,1019,7,10,252,21,london
2020-02-20,10,-1,0.0,5.1,2,23,06:50 AM,02:51 PM,08:06 AM,06:23 PM,3,4,8,4,40,81,71,10.1,1011,10,10,243,27,london
2020-02-21,10,3,0.0,6.7,2,16,07:30 AM,03:56 PM,08:04 AM,06:25 PM,1,3,7,3,36,60,67,0.0,1023,10,10,242,25,london
2020-02-22,12,8,0.0,5.1,3,9,08:01 AM,05:03 PM,08:02 AM,06:27 PM,4,7,10,7,46,86,67,0.3,1018,12,9,250,32,london
2020-02-23,14,7,0.0,5.1,3,3,08:26 AM,06:11 PM,08:00 AM,06:29 PM,5,8,10,8,37,88,72,3.3,1018,14,6,271,25,london
2020-02-24,11,7,0.0,5.4,3,4,08:47 AM,07:19 PM,07:58 AM,06:31 PM,5,6,9,6,36,88,76,10.5,1011,11,7,220,25,london
2020-02-25,8,4,0.0,8.5,2,11,09:05 AM,08:25 PM,07:56 AM,06:32 PM,-1,2,6,2,32,53,62,0.7,1001,8,9,263,25,london
2020-02-26,7,3,0.0,8.5,2,18,09:21 AM,09:32 PM,07:53 AM,06:34 PM,-3,0,5,0,32,62,60,0.3,1004,7,10,287,24,london
2020-02-27,5,3,0.0,7.0,1,25,09:37 AM,10:37 PM,07:51 AM,06:36 PM,1,2,4,2,12,82,80,1.9,1005,5,10,209,9,london
2020-02-28,9,3,0.0,7.0,2,31,09:54 AM,11:44 PM,07:49 AM,06:38 PM,3,3,6,3,25,79,82,5.7,1005,9,8,199,16,london
2020-02-29,9,5,0.0,5.5,2,38,10:12 AM,No moonset,07:47 AM,06:39 PM,1,4,8,4,42,84,62,8.0,986,9,8,228,32,london
2020-03-01,9,5,0.0,10.1,2,45,10:33 AM,12:52 AM,07:45 AM,06:41 PM,-2,2,6,2,33,59,58,0.2,988,9,10,238,25,london
2020-03-02,8,4,0.0,10.1,2,52,10:59 AM,02:00 AM,07:43 AM,06:43 PM,-1,2,6,2,25,73,64,4.4,988,8,10,252,20,london
2020-03-03,9,4,0.0,11.0,2,58,11:33 AM,03:09 AM,07:41 AM,06:45 PM,-1,3,6,3,22,34,60,0.1,1002,9,10,268,17,london
2020-03-04,8,0,0.0,7.1,2,65,12:16 PM,04:15 AM,07:39 AM,06:47 PM,2,3,5,3,17,74,73,1.4,1007,8,10,204,13,london
2020-03-05,7,5,0.0,5.6,2,72,01:13 PM,05:16 AM,07:36 AM,06:48 PM,5,4,7,4,24,96,88,26.8,992,7,7,162,18,london
2020-03-06,8,3,0.0,8.6,2,79,02:22 PM,06:07 AM,07:34 AM,06:50 PM,0,3,6,3,17,38,70,0.3,1003,8,10,309,13,london
2020-03-07,11,4,0.0,5.6,2,86,03:42 PM,06:49 AM,07:32 AM,06:52 PM,3,5,7,5,20,65,76,0.1,1015,11,10,243,14,london
2020-03-08,12,7,0.0,7.1,2,92,05:07 PM,07:23 AM,07:30 AM,06:54 PM,4,6,9,6,36,72,68,3.2,1006,12,10,239,26,london
2020-03-09,10,6,0.0,5.6,2,99,06:35 PM,07:50 AM,07:27 AM,06:55 PM,2,4,8,4,28,79,68,0.9,1012,10,10,259,20,london
2020-03-10,14,10,0.0,5.7,3,94,08:03 PM,08:14 AM,07:25 AM,06:57 PM,10,10,13,10,41,100,82,1.5,1006,14,9,248,27,london
2020-03-11,13,10,0.0,5.7,3,87,09:30 PM,08:36 AM,07:23 AM,06:59 PM,6,9,12,9,38,85,66,1.0,1009,13,10,243,28,london
2020-03-12,9,5,0.0,7.3,2,81,10:56 PM,08:58 AM,07:21 AM,07:01 PM,-1,3,7,3,40,68,57,0.4,1010,9,10,254,30,london
2020-03-13,10,6,0.0,7.3,2,74,No moonrise,09:21 AM,07:18 AM,07:02 PM,1,5,8,5,22,63,62,0.0,1018,10,10,260,16,london
2020-03-14,12,7,0.0,5.9,2,67,12:19 AM,09:48 AM,07:16 AM,07:04 PM,5,7,9,7,23,90,75,2.5,1014,12,9,193,17,london
2020-03-15,10,8,0.0,7.4,2,60,01:40 AM,10:20 AM,07:14 AM,07:06 PM,5,6,9,6,32,80,74,0.2,1007,10,10,216,22,london
2020-03-16,15,7,0.0,11.6,4,54,02:53 AM,10:59 AM,07:12 AM,07:08 PM,2,9,10,9,10,7,56,0.0,1021,15,10,304,9,london
2020-03-17,13,7,0.0,11.6,4,47,03:58 AM,11:48 AM,07:09 AM,07:09 PM,2,7,9,7,22,28,61,0.0,1027,13,10,225,16,london
2020-03-18,15,8,0.0,7.4,3,40,04:51 AM,12:44 PM,07:07 AM,07:11 PM,7,9,11,9,24,68,78,0.0,1024,15,10,229,18,london
2020-03-19,9,6,0.0,6.0,2,33,05:33 AM,01:47 PM,07:05 AM,07:13 PM,6,6,8,6,13,100,84,1.3,1025,9,8,74,10,london
2020-03-20,9,5,0.0,7.4,2,26,06:06 AM,02:54 PM,07:02 AM,07:14 PM,2,3,6,3,27,85,73,0.7,1028,9,7,53,20,london
2020-03-21,10,5,0.0,11.6,3,20,06:32 AM,04:02 PM,07:00 AM,07:16 PM,-0,3,7,3,31,14,60,0.0,1028,10,10,76,23,london
2020-03-22,8,3,0.0,11.6,3,13,06:53 AM,05:09 PM,06:58 AM,07:18 PM,-2,3,7,3,25,0,53,0.0,1027,8,10,81,20,london
2020-03-23,11,5,0.0,11.6,3,6,07:12 AM,06:16 PM,06:55 AM,07:20 PM,-4,5,8,5,19,4,44,0.0,1028,11,10,111,16,london
2020-03-24,13,4,0.0,11.6,3,1,07:28 AM,07:23 PM,06:53 AM,07:21 PM,-3,6,8,6,18,8,47,0.0,1026,13,10,144,14,london
2020-03-25,14,7,0.0,11.6,4,7,07:44 AM,08:28 PM,06:51 AM,07:23 PM,-2,8,10,8,12,1,46,0.0,1025,14,10,114,10,london
2020-03-26,11,4,0.0,10.3,2,14,08:00 AM,09:36 PM,06:48 AM,07:25 PM,-2,5,7,5,17,46,54,0.0,1023,11,10,47,14,london
2020-03-27,13,6,0.0,11.6,3,21,08:17 AM,10:43 PM,06:46 AM,07:26 PM,2,6,9,6,20,5,63,0.0,1023,13,10,39,16,london
2020-03-28,12,5,0.0,9.0,2,28,08:37 AM,11:51 PM,06:44 AM,07:28 PM,1,4,8,4,32,42,63,0.1,1029,12,10,35,24,london
2020-03-29,8,3,0.0,7.7,2,35,09:01 AM,No moonset,06:42 AM,07:30 PM,-4,1,5,1,35,49,52,0.3,1038,8,10,31,26,london
2020-03-30,9,2,0.0,6.5,2,41,09:31 AM,12:59 AM,06:39 AM,07:31 PM,0,1,5,1,24,81,71,1.0,1034,9,10,60,18,london
2020-03-31,12,4,0.0,11.6,3,48,10:09 AM,02:05 AM,06:37 AM,07:33 PM,-1,4,7,4,20,26,59,0.0,1032,12,10,58,15,london
2020-04-01,12,5,0.0,9.1,2,55,10:59 AM,03:07 AM,06:35 AM,07:35 PM,-0,7,9,7,9,37,54,0.0,1024,12,10,217,8,london
2020-04-02,12,5,0.0,6.5,2,62,12:00 PM,04:00 AM,06:32 AM,07:36 PM,3,6,8,6,17,74,67,0.3,1017,12,10,289,13,london
2020-04-03,10,6,0.0,10.3,2,68,01:14 PM,04:44 AM,06:30 AM,07:38 PM,-0,6,8,6,12,39,57,0.0,1018,10,10,306,10,london
2020-04-04,15,7,0.0,11.6,4,75,02:34 PM,05:20 AM,06:28 AM,07:40 PM,4,10,11,10,12,12,63,0.0,1020,15,10,167,10,london
2020-04-05,18,9,0.0,11.6,4,82,04:00 PM,05:49 AM,06:26 AM,07:41 PM,6,12,14,12,26,2,62,0.0,1014,18,10,162,20,london
2020-04-06,17,12,0.0,10.4,3,89,05:28 PM,06:14 AM,06:23 AM,07:43 PM,7,14,14,14,18,52,65,2.1,1018,17,10,240,13,london
2020-04-07,20,10,0.0,11.6,5,95,06:55 PM,06:36 AM,06:21 AM,07:45 PM,6,15,15,15,6,5,57,0.0,1030,20,10,192,5,london
2020-04-08,21,12,0.0,7.9,4,98,08:23 PM,06:57 AM,06:19 AM,07:46 PM,8,16,16,16,9,69,60,1.4,1024,21,10,145,7,london
2020-04-09,19,12,0.0,11.6,5,91,09:51 PM,07:20 AM,06:17 AM,07:48 PM,9,15,15,15,13,39,67,0.1,1026,19,10,81,11,london
2020-04-10,22,12,0.0,11.6,5,84,11:16 PM,07:45 AM,06:15 AM,07:50 PM,9,16,17,16,13,11,62,0.0,1025,22,10,99,11,london
2020-04-11,24,13,0.0,11.6,5,77,No moonrise,08:15 AM,06:12 AM,07:51 PM,8,18,19,18,7,32,55,0.1,1022,24,10,180,5,london
2020-04-12,21,14,0.0,7.9,4,71,12:36 AM,08:52 AM,06:10 AM,07:53 PM,9,17,17,17,12,50,61,2.3,1014,21,10,206,10,london
2020-04-13,11,6,0.0,11.6,2,64,01:48 AM,09:39 AM,06:08 AM,07:55 PM,2,6,9,6,29,34,59,1.1,1025,11,10,52,24,london
2020-04-14,16,4,0.0,11.6,4,57,02:47 AM,10:34 AM,06:06 AM,07:56 PM,0,8,9,8,13,8,54,0.0,1029,16,10,68,11,london
2020-04-15,16,8,0.0,11.6,4,50,03:35 AM,11:37 AM,06:04 AM,07:58 PM,1,11,12,11,10,9,50,0.0,1024,16,10,100,9,london
2020-04-16,23,12,0.0,11.6,5,44,04:10 AM,12:43 PM,06:02 AM,08:00 PM,6,17,17,17,8,6,56,0.0,1017,23,10,94,7,london
2020-04-17,15,10,0.0,11.1,3,37,04:38 AM,01:52 PM,06:00 AM,08:01 PM,7,10,11,10,20,61,76,10.4,1016,15,9,75,16,london
2020-04-18,14,9,0.0,9.0,3,30,05:01 AM,02:59 PM,05:58 AM,08:03 PM,7,9,11,9,17,98,74,0.4,1017,14,10,62,13,london
2020-04-19,17,8,0.0,13.4,3,23,05:19 AM,04:07 PM,05:56 AM,08:05 PM,6,11,12,11,15,43,69,0.0,1019,17,10,49,12,london
2020-04-20,14,9,0.0,14.5,4,16,05:36 AM,05:13 PM,05:53 AM,08:06 PM,3,9,12,9,32,1,55,0.0,1018,14,10,69,24,london
2020-04-21,15,9,0.0,14.5,4,10,05:52 AM,06:19 PM,05:51 AM,08:08 PM,3,10,12,10,32,5,54,0.0,1017,15,10,68,23,london
2020-04-22,17,10,0.0,14.5,4,3,06:07 AM,07:27 PM,05:49 AM,08:09 PM,5,12,13,12,24,1,59,0.0,1020,17,10,62,19,london
2020-04-23,20,12,0.0,13.4,4,4,06:23 AM,08:34 PM,05:47 AM,08:11 PM,7,15,15,15,14,30,61,0.0,1021,20,10,65,12,london
2020-04-24,19,11,0.0,14.5,5,11,06:42 AM,09:43 PM,05:45 AM,08:13 PM,6,15,15,15,10,32,57,0.0,1016,19,10,44,9,london
2020-04-25,19,10,0.0,14.5,5,17,07:04 AM,10:52 PM,05:43 AM,08:14 PM,4,14,14,14,12,19,52,0.0,1015,19,10,90,11,london
2020-04-26,22,14,0.0,14.5,5,24,07:32 AM,12:00 AM,05:41 AM,08:16 PM,7,17,17,17,9,8,54,0.0,1011,22,10,193,7,london
2020-04-27,17,12,0.0,9.2,4,31,08:07 AM,No moonset,05:39 AM,08:18 PM,7,14,14,14,10,72,63,0.5,1007,17,10,220,9,london
2020-04-28,10,9,0.0,9.3,2,38,08:52 AM,01:03 AM,05:38 AM,08:19 PM,7,8,10,8,16,100,83,27.3,1006,10,7,69,13,london
2020-04-29,13,5,0.0,9.3,3,44,09:49 AM,01:58 AM,05:36 AM,08:21 PM,6,9,10,9,14,86,72,3.2,1002,13,10,237,12,london
2020-04-30,13,8,0.0,9.3,3,51,10:57 AM,02:44 AM,05:34 AM,08:23 PM,4,8,11,8,32,90,64,5.8,996,13,10,225,25,london
2020-05-01,16,8,0.0,9.3,3,58,12:13 PM,03:22 AM,05:32 AM,08:24 PM,4,9,11,9,26,64,63,1.6,999,16,10,259,20,london
2020-05-02,17,8,0.0,14.5,4,65,01:34 PM,03:51 AM,05:30 AM,08:26 PM,4,11,12,11,18,30,59,0.0,1009,17,10,281,15,london
2020-05-03,14,5,0.0,10.4,3,72,02:58 PM,04:16 AM,05:28 AM,08:28 PM,7,11,12,11,7,87,70,1.5,1015,14,10,170,5,london
2020-05-04,18,11,0.0,10.4,4,78,04:23 PM,04:38 AM,05:26 AM,08:29 PM,6,13,14,13,14,73,61,0.9,1019,18,9,48,12,london
2020-05-05,15,9,0.0,14.5,4,85,05:49 PM,04:59 AM,05:25 AM,08:31 PM,3,9,12,9,25,8,56,0.0,1022,15,10,81,20,london
2020-05-06,18,8,0.0,14.5,4,92,07:17 PM,05:20 AM,05:23 AM,08:32 PM,4,12,13,12,16,3,59,0.0,1025,18,10,80,13,london
2020-05-07,19,13,0.0,12.5,4,99,08:44 PM,05:43 AM,05:21 AM,08:34 PM,8,16,16,16,9,28,60,0.0,1024,19,10,155,8,london
2020-05-08,23,13,0.0,11.5,4,95,10:09 PM,06:10 AM,05:19 AM,08:36 PM,9,18,19,18,7,59,58,0.6,1019,23,10,234,6,london
2020-05-09,22,15,0.0,14.5,5,88,11:28 PM,06:43 AM,05:18 AM,08:37 PM,8,18,19,18,12,19,51,0.0,1013,22,10,87,10,london
2020-05-10,16,8,0.0,11.5,3,81,No moonrise,07:26 AM,05:16 AM,08:39 PM,5,11,13,11,26,69,61,0.0,1010,16,10,30,22,london
2020-05-11,12,6,0.0,12.5,2,74,12:35 AM,08:19 AM,05:14 AM,08:40 PM,-2,4,8,4,34,38,48,0.0,1019,12,10,32,28,london
2020-05-12,14,7,0.0,12.5,3,67,01:30 AM,09:21 AM,05:13 AM,08:42 PM,1,9,10,9,14,32,52,0.1,1022,14,10,172,12,london
2020-05-13,13,6,0.0,10.6,3,61,02:11 AM,10:28 AM,05:11 AM,08:43 PM,2,8,10,8,20,59,58,0.7,1017,13,10,63,16,london
2020-05-14,13,5,0.0,12.5,3,54,02:42 AM,11:38 AM,05:10 AM,08:45 PM,0,7,10,7,20,30,54,0.0,1021,13,10,37,17,london
2020-05-15,16,10,0.0,13.5,3,47,03:07 AM,12:47 PM,05:08 AM,08:46 PM,4,13,13,13,8,39,53,0.0,1024,16,10,226,7,london
2020-05-16,17,10,0.0,14.5,5,40,03:27 AM,01:55 PM,05:07 AM,08:48 PM,4,14,14,14,9,43,53,0.0,1025,17,10,308,8,london
2020-05-17,20,11,0.0,14.5,5,34,03:44 AM,03:02 PM,05:05 AM,08:49 PM,6,14,15,14,15,35,58,0.0,1021,20,10,237,12,london
2020-05-18,22,12,0.0,14.5,5,27,03:59 AM,04:08 PM,05:04 AM,08:51 PM,6,17,18,17,17,14,50,0.0,1024,22,10,264,14,london
2020-05-19,24,14,0.0,13.5,4,20,04:14 AM,05:15 PM,05:02 AM,08:52 PM,10,18,19,18,13,37,60,0.0,1023,24,10,281,10,london
2020-05-20,27,17,0.0,14.5,6,13,04:30 AM,06:23 PM,05:01 AM,08:54 PM,13,23,23,22,9,7,59,0.0,1022,27,10,224,7,london
2020-05-21,27,16,0.0,10.7,5,7,04:48 AM,07:32 PM,05:00 AM,08:55 PM,11,21,22,21,9,59,56,5.3,1020,27,10,222,7,london
2020-05-22,19,15,0.0,12.7,4,0,05:09 AM,08:42 PM,04:59 AM,08:57 PM,8,17,17,17,26,61,55,0.3,1017,19,10,229,21,london
2020-05-23,18,12,0.0,13.6,4,7,05:35 AM,09:51 PM,04:57 AM,08:58 PM,5,14,15,14,33,41,54,0.3,1023,18,10,252,26,london
2020-05-24,21,11,0.0,12.7,4,14,06:07 AM,10:57 PM,04:56 AM,08:59 PM,8,15,16,15,20,59,60,0.9,1031,21,10,288,16,london
2020-05-25,25,15,0.0,16.5,6,21,06:49 AM,11:56 PM,04:55 AM,09:01 PM,9,21,21,20,9,12,51,0.0,1035,25,10,293,8,london
2020-05-26,24,17,0.0,15.7,5,27,07:43 AM,No moonset,04:54 AM,09:02 PM,9,20,21,20,9,37,51,0.0,1036,24,10,282,8,london
2020-05-27,22,15,0.0,14.9,4,34,08:47 AM,12:45 AM,04:53 AM,09:03 PM,11,18,19,18,13,52,61,0.3,1036,22,10,86,11,london
2020-05-28,21,14,0.0,16.5,5,41,10:01 AM,01:25 AM,04:52 AM,09:04 PM,5,17,17,17,15,10,46,0.0,1034,21,10,85,13,london
2020-05-29,20,13,0.0,16.6,5,48,11:19 AM,01:56 AM,04:51 AM,09:06 PM,4,16,17,16,16,5,47,0.0,1029,20,10,85,14,london
2020-05-30,22,13,0.0,16.6,5,54,12:40 PM,02:21 AM,04:50 AM,09:07 PM,8,17,18,17,17,3,55,0.0,1025,22,10,74,15,london
2020-05-31,21,16,0.0,16.6,5,61,02:02 PM,02:43 AM,04:49 AM,09:08 PM,8,18,18,18,21,3,53,0.0,1024,21,10,78,17,london
2020-06-01,22,13,0.0,16.6,5,68,03:25 PM,03:03 AM,04:48 AM,09:09 PM,9,17,18,17,18,9,59,0.0,1023,22,10,60,15,london
2020-06-02,25,14,0.0,16.6,5,75,04:49 PM,03:23 AM,04:48 AM,09:10 PM,10,19,19,19,12,28,56,0.1,1020,25,10,64,11,london
2020-06-03,18,14,0.0,14.9,4,82,06:14 PM,03:44 AM,04:47 AM,09:11 PM,9,16,17,16,15,66,59,0.4,1009,18,10,127,12,london
2020-06-04,14,5,0.0,12.5,3,88,07:40 PM,04:08 AM,04:46 AM,09:12 PM,8,10,12,10,17,92,70,3.1,1003,14,9,252,14,london
2020-06-05,17,11,0.0,15.0,3,95,09:02 PM,04:37 AM,04:46 AM,09:13 PM,4,11,13,11,27,69,56,1.1,997,17,10,287,22,london
2020-06-06,15,6,0.0,13.3,3,98,10:16 PM,05:15 AM,04:45 AM,09:14 PM,4,8,11,8,29,65,61,2.4,998,15,10,271,23,london
2020-06-07,18,11,0.0,14.2,4,91,11:18 PM,06:03 AM,04:45 AM,09:15 PM,7,13,14,13,16,69,65,2.4,1007,18,10,304,13,london
2020-06-08,17,11,0.0,15.8,3,85,No moonrise,07:02 AM,04:44 AM,09:15 PM,6,12,14,12,17,67,61,0.1,1018,17,10,11,15,london
2020-06-09,17,11,0.0,14.2,4,78,12:06 AM,08:08 AM,04:44 AM,09:16 PM,5,14,15,14,6,75,54,0.0,1020,17,10,52,5,london
2020-06-10,19,14,0.0,14.2,4,71,12:42 AM,09:19 AM,04:43 AM,09:17 PM,8,16,16,16,12,75,61,1.6,1016,19,10,211,10,london
2020-06-11,19,12,0.0,12.6,4,64,01:10 AM,10:30 AM,04:43 AM,09:18 PM,11,14,15,14,23,92,76,25.2,1013,19,8,54,17,london
2020-06-12,20,14,0.0,12.6,4,58,01:32 AM,11:40 AM,04:43 AM,09:18 PM,12,16,17,16,28,88,77,2.4,1006,20,10,84,21,london
2020-06-13,23,15,0.0,15.8,5,51,01:50 AM,12:48 PM,04:43 AM,09:19 PM,11,19,19,19,18,39,62,1.2,1009,23,10,132,15,london
2020-06-14,22,13,0.0,15.0,4,44,02:06 AM,01:55 PM,04:42 AM,09:19 PM,12,18,19,18,13,56,66,0.4,1013,22,10,178,11,london
2020-06-15,23,16,0.0,13.4,5,37,02:21 AM,03:02 PM,04:42 AM,09:20 PM,12,20,21,20,9,63,62,3.8,1015,23,10,271,6,london
2020-06-16,24,16,0.0,14.2,5,30,02:37 AM,04:09 PM,04:42 AM,09:20 PM,11,20,21,20,9,62,57,15.8,1014,24,8,182,6,london
2020-06-17,25,17,0.0,14.2,5,24,02:54 AM,05:18 PM,04:42 AM,09:21 PM,12,20,21,20,8,59,60,8.9,1012,25,9,122,6,london
2020-06-18,23,16,0.0,14.2,5,17,03:13 AM,06:27 PM,04:42 AM,09:21 PM,12,19,20,19,16,71,64,14.9,1011,23,9,126,11,london
2020-06-19,19,14,0.0,15.0,4,10,03:37 AM,07:38 PM,04:43 AM,09:21 PM,11,16,17,16,18,56,70,0.4,1014,19,10,220,14,london
2020-06-20,22,14,0.0,15.8,4,3,04:06 AM,08:46 PM,04:43 AM,09:22 PM,11,18,19,18,17,48,63,0.2,1019,22,10,210,14,london
2020-06-21,21,15,0.0,14.2,4,3,04:45 AM,09:49 PM,04:43 AM,09:22 PM,11,18,18,18,23,62,63,1.3,1017,21,10,233,19,london
2020-06-22,21,14,0.0,16.8,5,10,05:35 AM,10:42 PM,04:43 AM,09:22 PM,9,18,18,18,15,19,57,0.0,1025,21,10,233,13,london
2020-06-23,27,16,0.0,16.8,6,17,06:37 AM,11:26 PM,04:43 AM,09:22 PM,12,22,22,22,12,4,54,0.0,1024,27,10,165,10,london
2020-06-24,29,21,0.0,16.8,7,24,07:50 AM,No moonset,04:44 AM,09:22 PM,14,26,26,25,14,3,52,0.0,1021,29,10,95,12,london
2020-06-25,29,23,0.0,16.8,7,31,09:08 AM,12:00 AM,04:44 AM,09:22 PM,15,26,26,25,17,2,53,0.0,1017,29,10,97,14,london
2020-06-26,26,20,0.0,16.6,5,37,10:28 AM,12:27 AM,04:45 AM,09:22 PM,15,25,25,23,16,31,60,0.7,1009,26,10,176,14,london
2020-06-27,21,16,0.0,12.6,4,44,11:50 AM,12:50 AM,04:45 AM,09:22 PM,11,19,19,19,32,72,61,5.9,1006,21,10,216,24,london
2020-06-28,19,13,0.0,13.4,4,51,01:11 PM,01:10 AM,04:46 AM,09:22 PM,8,15,16,15,33,68,60,1.1,1009,19,10,240,25,london
2020-06-29,18,12,0.0,12.6,4,58,02:32 PM,01:29 AM,04:46 AM,09:22 PM,8,14,15,14,33,77,62,0.0,1010,18,10,248,27,london
2020-06-30,19,9,0.0,13.4,4,64,03:55 PM,01:49 AM,04:47 AM,09:21 PM,11,14,16,14,23,72,70,0.8,1007,19,10,238,18,london
2020-07-01,20,9,0.0,15.0,4,71,05:18 PM,02:10 AM,04:48 AM,09:21 PM,11,16,17,16,22,71,67,1.9,1005,20,10,242,17,london
